customer_id,name,gender,join_date,city,loyalty_tier,age
C00418,Daniel Miller,Male,2023-11-25,Houston,Silver,20
C00419,William Hernandez,Male,2019-07-16,Phoenix,Bronze,28
C00420,Melissa Johnson,Female,2022-09-24,Chicago,Bronze,26
C00421,Mary Martin,Female,2022-03-14,New York,Gold,23
C00422,Kenneth Wilson,Male,2019-10-04,New York,Gold,44
C00423,Sarah Jackson,Female,2020-10-02,Houston,Bronze,46
C00424,John Lopez,Male,2020-06-26,Houston,Silver,29
C00425,Lisa Taylor,Female,2019-10-01,Houston,Silver,44
C00426,Dorothy Brown,Female,2020-08-19,New York,Bronze,57
C00427,Ashley Miller,Female,2023-08-04,Chicago,Silver,35
C00428,Steven Martin,Male,2020-04-08,New York,Silver,29
C00429,Betty Wilson,Female,2019-05-14,Los Angeles,Bronze,31
C00430,John Thompson,Male,2022-11-08,Houston,Bronze,29
C00431,Jennifer Davis,Female,2023-02-16,Los Angeles,Silver,64
C00432,Nancy Davis,Female,2021-10-09,Houston,Silver,25
C00433,Richard Thomas,Male,2021-01-06,Chicago,Gold,32
C00434,Mark Jones,Male,2023-02-14,New York,Bronze,31
C00435,Donald Miller,Male,2022-04-18,Phoenix,Bronze,58
C00436,Robert White,Other,2020-09-20,Chicago,Bronze,21
C00437,David Anderson,Male,2022-12-17,Chicago,Silver,32
C00438,Amanda Davis,Female,2020-06-11,Chicago,Silver,23
C00439,Jessica White,Female,2023-02-28,Houston,Gold,48
C00440,Joseph Davis,Male,2022-08-23,Houston,Gold,38
C00441,Mary Hernandez,Female,2020-04-07,Houston,Platinum,20
C00442,Sandra Thomas,Other,2023-04-16,New York,Bronze,48
C00443,James Hernandez,Male,2021-01-17,New York,Bronze,31
C00444,Robert Smith,Male,2021-01-12,Los Angeles,Silver,48
C00445,Kenneth Smith,Male,2022-11-27,Chicago,Gold,47
C00446,Betty Moore,Female,2022-06-13,Houston,Bronze,63
C00447,Nancy Jackson,Female,2019-08-08,New York,Bronze,20
C00448,George Thompson,Male,2021-04-18,Chicago,Silver,54
C00449,Nancy Johnson,Female,2019-09-09,Los Angeles,Silver,50
C00450,Ashley Lopez,Female,2019-12-11,Chicago,Bronze,20
C00451,Andrew Miller,Male,2023-10-03,Chicago,Gold,26
C00452,Kenneth Miller,Male,2019-12-19,Chicago,Silver,65
C00453,Mark Martinez,Male,2021-04-10,Los Angeles,Silver,21
C00454,Paul Brown,Male,2022-11-06,New York,Silver,48
C00455,Ashley Lopez,Female,2023-07-14,Phoenix,Gold,41
C00456,Anthony Garcia,Male,2022-11-23,New York,Bronze,36
C00457,William Martin,Male,2021-05-07,New York,Bronze,27
C00458,Amanda Jones,Female,2019-03-12,Los Angeles,Bronze,48
C00459,Robert Smith,Male,2019-03-08,Chicago,Bronze,32
C00460,Nancy Martin,Female,2022-07-03,Phoenix,Silver,55
C00461,Melissa Jones,Female,2022-10-15,Phoenix,Silver,37
C00462,Lisa Johnson,Female,2020-12-05,Los Angeles,Silver,27
C00463,David Thompson,Male,2020-05-31,Chicago,Silver,36
C00464,Joseph Johnson,Other,2020-04-21,Los Angeles,Bronze,38
C00465,Richard Thompson,Male,2021-03-20,Phoenix,Bronze,63
C00466,Ashley Thompson,Female,2021-12-04,New York,Bronze,28
C00467,Steven Jones,Male,2019-03-19,Phoenix,Silver,47
C00468,Daniel Wilson,Male,2023-08-24,Chicago,Platinum,48
C00469,Melissa Moore,Female,2023-11-18,Chicago,Silver,39
C00470,Amanda Brown,Female,2019-05-05,New York,Bronze,37
C00471,Robert Anderson,Male,2020-11-15,New York,Silver,21
C00472,Sarah Miller,Female,2023-12-18,Phoenix,Silver,19
C00473,Jennifer Jackson,Female,2022-10-15,New York,Silver,43
C00474,Matthew Thomas,Male,2023-05-09,Los Angeles,Platinum,27
C00475,Matthew Taylor,Male,2022-03-04,Houston,Bronze,37
C00476,Ashley Hernandez,Female,2019-09-30,Houston,Bronze,46
C00477,Mark Jones,Male,2022-08-09,Chicago,Gold,55
C00478,Paul Anderson,Male,2020-10-07,Phoenix,Bronze,22
C00479,Sarah Hernandez,Female,2019-10-02,Phoenix,Bronze,29
C00480,William Miller,Male,2023-10-31,Phoenix,Gold,29
C00481,Charles White,Male,2023-03-05,Houston,Bronze,37
C00482,Mary Jones,Female,2022-12-10,Houston,Bronze,34
C00483,Lisa Hernandez,Female,2023-01-08,Chicago,Bronze,29
C00484,Sarah Martin,Female,2021-01-30,Houston,Bronze,22
C00485,Sandra Martinez,Female,2023-12-11,Phoenix,Silver,58
C00486,Dorothy Smith,Other,2020-01-07,Houston,Bronze,34
C00487,Barbara Taylor,Female,2020-03-30,Los Angeles,Bronze,28
C00488,Matthew Johnson,Male,2022-07-27,New York,Silver,36
C00489,Susan Brown,Female,2019-08-27,Chicago,Silver,56
C00490,Lisa Martinez,Female,2021-09-09,Los Angeles,Gold,61
C00491,William Smith,Male,2023-12-08,Chicago,Bronze,26
C00492,David Brown,Male,2023-02-15,Phoenix,Silver,31
C00493,Andrew Lopez,Male,2020-08-08,Los Angeles,Gold,62
C00494,Linda Hernandez,Female,2023-09-09,Phoenix,Gold,47
C00495,Steven Taylor,Male,2020-02-12,New York,Platinum,37
C00496,George Jackson,Male,2022-10-05,Chicago,Gold,39
C00497,Linda Davis,Female,2019-03-31,Los Angeles,Gold,26
C00498,Barbara Williams,Female,2021-08-13,Los Angeles,Bronze,45
C00499,John Miller,Male,2023-02-13,New York,Gold,24
C00500,Emily Brown,Female,2023-05-15,New York,Silver,34
C00501,Michael Lopez,Male,2019-02-01,New York,Gold,31
C00502,Mary Williams,Female,2020-07-28,Phoenix,Silver,27
C00503,Dorothy Lopez,Female,2021-12-16,Chicago,Bronze,33
C00504,Mary Jackson,Female,2019-11-04,Phoenix,Gold,31
C00505,Amanda Smith,Female,2020-06-17,Los Angeles,Platinum,64
C00506,Emily Taylor,Female,2023-04-16,New York,Gold,62
C00507,Matthew Thomas,Male,2019-11-30,Phoenix,Bronze,45
C00508,Daniel Brown,Male,2022-06-20,Los Angeles,Bronze,47
C00509,Charles Thompson,Male,2023-03-21,New York,Gold,64
C00510,Charles Moore,Male,2023-03-14,New York,Bronze,56
C00511,Sandra Wilson,Female,2022-10-11,Chicago,Bronze,45
C00512,Betty Garcia,Female,2023-01-17,Los Angeles,Platinum,18
C00513,Jennifer Brown,Female,2022-05-16,Houston,Silver,27
C00514,David Williams,Male,2019-11-13,Houston,Gold,41
C00515,Mark Martin,Male,2022-06-10,Los Angeles,Bronze,35
C00516,Deborah Thomas,Female,2022-05-28,Phoenix,Bronze,49
C00517,Thomas Martin,Male,2022-11-13,Phoenix,Bronze,49
C00518,Patricia Williams,Female,2020-02-23,Los Angeles,Bronze,49
C00519,Mary Jones,Other,2022-04-03,New York,Silver,37
C00520,Dorothy Martin,Female,2019-08-26,Phoenix,Silver,47
C00521,Thomas Thompson,Male,2023-03-27,Los Angeles,Silver,39
C00522,Linda Thomas,Female,2019-04-09,Phoenix,Platinum,46
C00523,Patricia Garcia,Female,2022-10-06,Chicago,Silver,53
C00524,Barbara Wilson,Female,2020-05-24,Chicago,Silver,63
C00525,Steven Thompson,Male,2019-12-06,Houston,Silver,61
C00526,Susan Jackson,Female,2023-01-18,Phoenix,Silver,21
C00527,Matthew Wilson,Male,2022-03-19,Houston,Silver,38
C00528,Matthew Taylor,Male,2019-05-21,New York,Bronze,65
C00529,Mark Taylor,Male,2021-11-26,Phoenix,Bronze,40
C00530,Charles White,Male,2021-01-28,Houston,Bronze,23
C00531,Mary Thompson,Female,2019-12-22,New York,Bronze,38
C00532,Mark Martinez,Male,2022-08-05,New York,Silver,19
C00533,Margaret Anderson,Female,2021-09-10,Houston,Bronze,54
C00534,Jessica Anderson,Female,2019-11-07,New York,Silver,49
C00535,Lisa Taylor,Female,2021-11-20,Phoenix,Bronze,45
C00536,Andrew Miller,Male,2019-08-23,Los Angeles,Gold,36
C00537,Joseph Lopez,Male,2023-11-17,Chicago,Silver,65
C00538,Nancy Martinez,Female,2023-12-02,New York,Bronze,22
C00539,Betty Williams,Female,2023-01-16,Phoenix,Silver,59
C00540,Andrew Anderson,Male,2021-07-20,Chicago,Silver,30
C00541,Andrew Garcia,Male,2023-05-21,Houston,Silver,19
C00542,Ashley Martinez,Female,2023-11-28,Phoenix,Silver,58
C00543,Patricia Jackson,Female,2022-09-09,Phoenix,Platinum,30
C00544,Charles Hernandez,Male,2021-01-16,Chicago,Bronze,44
C00545,Sandra Martinez,Female,2019-07-20,Chicago,Silver,36
C00546,Michael Jones,Male,2021-01-03,Los Angeles,Silver,30
C00547,Andrew Hernandez,Male,2021-08-22,New York,Silver,45
C00548,Thomas Martinez,Male,2021-04-27,New York,Bronze,60
C00549,Steven Smith,Male,2019-05-12,Phoenix,Platinum,21
C00550,Mark Taylor,Male,2021-07-14,New York,Gold,60
C00551,Kenneth Jackson,Male,2020-03-12,New York,Bronze,25
C00552,Dorothy Martinez,Female,2023-12-09,Phoenix,Platinum,49
C00553,Daniel Anderson,Male,2020-01-15,New York,Gold,55
C00554,Jessica Jones,Female,2021-01-03,Houston,Platinum,24
C00555,Thomas White,Male,2021-05-02,Los Angeles,Silver,21
C00556,Sandra Martin,Female,2019-12-17,Houston,Bronze,61
C00557,Betty Wilson,Female,2020-03-26,Los Angeles,Bronze,19
C00558,Joseph Martinez,Male,2019-06-19,Phoenix,Silver,53
C00559,Michael Thompson,Male,2022-02-01,Houston,Platinum,33
C00560,Thomas Wilson,Male,2022-05-05,Houston,Platinum,23
C00561,Daniel Hernandez,Male,2020-05-12,Los Angeles,Platinum,20
C00562,Sandra Anderson,Female,2023-03-08,Chicago,Silver,63
C00563,Sarah Jackson,Female,2019-11-08,Houston,Gold,22
C00564,Donald Smith,Male,2023-08-29,Chicago,Gold,21
C00565,Jessica Wilson,Female,2020-02-27,Los Angeles,Bronze,38
C00566,William Lopez,Male,2020-05-05,Phoenix,Bronze,61
C00567,Barbara Martinez,Female,2021-09-19,Houston,Silver,29
C00568,Sandra Taylor,Female,2021-05-25,Phoenix,Bronze,29
C00569,Mary Thompson,Female,2023-11-08,Houston,Bronze,59
C00570,Jessica Martinez,Female,2019-10-04,Phoenix,Platinum,62
C00571,William Williams,Male,2022-08-25,Los Angeles,Silver,41
C00572,Dorothy Hernandez,Female,2019-12-31,Los Angeles,Bronze,47
C00573,Thomas Wilson,Male,2020-09-23,Houston,Bronze,65
C00574,George Miller,Male,2022-09-02,Houston,Gold,36
C00575,James Wilson,Male,2022-06-23,Los Angeles,Gold,34
C00576,Ashley Williams,Female,2021-02-10,Los Angeles,Bronze,18
C00577,Anthony Miller,Male,2021-10-01,Houston,Platinum,63
C00578,Amanda Johnson,Female,2021-03-07,Houston,Bronze,21
C00579,Deborah Lopez,Female,2023-01-03,Chicago,Platinum,63
C00580,Charles Thomas,Male,2023-04-17,New York,Silver,60
C00581,David Martinez,Male,2023-10-05,Chicago,Bronze,28
C00582,William Williams,Male,2021-11-19,Phoenix,Gold,38
C00583,John Jones,Male,2021-03-20,Phoenix,Bronze,49
C00584,Sarah Lopez,Female,2022-08-29,Chicago,Bronze,34
C00585,Steven Jones,Male,2020-05-27,Phoenix,Bronze,53
C00586,David Johnson,Male,2020-04-06,Houston,Bronze,48
C00587,Steven Johnson,Male,2022-12-22,Chicago,Silver,46
C00588,Betty Brown,Other,2023-10-09,Chicago,Silver,64
C00589,Charles Garcia,Male,2019-10-18,Los Angeles,Bronze,28
C00590,Melissa Miller,Female,2023-10-16,Phoenix,Gold,55
C00591,Jennifer Davis,Female,2023-11-09,New York,Bronze,49
C00592,Linda Thomas,Female,2019-03-22,New York,Bronze,41
C00593,Barbara Smith,Female,2019-11-26,Phoenix,Gold,23
C00594,Sarah Lopez,Female,2023-01-30,Houston,Silver,60
C00595,Donald Anderson,Male,2019-05-17,New York,Silver,64
C00596,Charles Anderson,Male,2019-06-01,Phoenix,Gold,21
C00597,Sarah Garcia,Female,2022-03-30,New York,Bronze,33
C00598,Anthony Wilson,Male,2020-10-08,Houston,Bronze,59
C00599,Charles Lopez,Male,2023-03-06,Los Angeles,Gold,26
C00600,Emily Moore,Female,2022-02-15,Chicago,Silver,42
C00601,Mark Taylor,Male,2022-08-07,Houston,Bronze,57
C00602,Paul Anderson,Male,2022-08-16,Los Angeles,Bronze,47
C00603,Dorothy Jackson,Female,2020-04-26,Los Angeles,Platinum,23
C00604,Steven Wilson,Male,2019-09-04,Chicago,Platinum,27
C00605,Dorothy Hernandez,Female,2021-07-22,Los Angeles,Gold,36
C00606,Paul Brown,Male,2019-08-26,Phoenix,Platinum,50
C00607,Kenneth Martinez,Male,2022-12-14,Houston,Silver,40
C00608,Ashley Garcia,Female,2023-04-14,Chicago,Bronze,29
C00609,Charles Anderson,Male,2022-07-17,Houston,Gold,55
C00610,Sarah Anderson,Female,2022-10-29,Houston,Silver,29
C00611,Michael Hernandez,Male,2021-03-16,Los Angeles,Gold,52
C00612,Steven Moore,Male,2019-12-29,New York,Bronze,62
C00613,Deborah Taylor,Female,2023-02-21,Houston,Bronze,62
C00614,Mary Miller,Female,2019-09-30,Houston,Bronze,25
C00615,Jessica Martin,Female,2020-08-07,New York,Gold,59
C00616,Amanda Miller,Female,2022-09-15,Los Angeles,Gold,23
C00617,Mary Brown,Female,2020-04-05,Chicago,Silver,28
C00618,Emily Smith,Female,2022-10-15,Los Angeles,Platinum,46
C00619,Anthony Johnson,Male,2021-07-05,Phoenix,Silver,39
C00620,Steven White,Male,2022-09-03,New York,Platinum,56
C00621,Betty Jackson,Other,2019-04-26,Phoenix,Silver,55
C00622,Patricia Jackson,Female,2023-02-24,Phoenix,Bronze,19
C00623,Sandra Martin,Female,2023-09-15,Houston,Bronze,25
C00624,Sandra Smith,Female,2021-12-13,Houston,Silver,28
C00625,Karen Jackson,Female,2022-12-28,Chicago,Bronze,32
C00626,Ashley Jones,Female,2021-11-19,Phoenix,Platinum,36
C00627,Susan Lopez,Female,2022-01-24,Houston,Gold,31
C00628,Barbara Garcia,Female,2019-09-25,Chicago,Silver,30
C00629,Emily Wilson,Female,2019-11-10,Los Angeles,Gold,33
C00630,Sarah Taylor,Female,2019-02-26,Los Angeles,Bronze,61
C00631,Robert Anderson,Male,2023-04-14,Los Angeles,Bronze,45
C00632,Emily Martinez,Female,2020-01-10,New York,Silver,39
C00633,Barbara Jackson,Female,2023-09-27,Chicago,Bronze,56
C00634,Linda Brown,Female,2022-09-22,New York,Gold,57
C00635,Patricia Jackson,Female,2019-11-13,Phoenix,Gold,24
C00636,Susan Wilson,Female,2020-09-30,Los Angeles,Platinum,63
C00637,Linda Jones,Female,2023-03-29,Houston,Gold,59
C00638,Richard Moore,Male,2020-03-04,Chicago,Bronze,44
C00639,Paul Garcia,Male,2023-01-11,New York,Bronze,23
C00640,Joseph Jones,Male,2022-07-13,Chicago,Bronze,51
C00641,Sandra Hernandez,Female,2020-03-04,Houston,Gold,47
C00642,Ashley Jones,Female,2022-01-28,Phoenix,Platinum,18
C00643,Margaret Garcia,Female,2019-09-21,Phoenix,Bronze,45
C00644,William White,Male,2019-04-26,New York,Silver,21
C00645,Emily Wilson,Other,2022-07-26,Phoenix,Silver,64
C00646,Dorothy Lopez,Female,2019-01-25,Chicago,Gold,27
C00647,George Lopez,Male,2020-09-29,Houston,Gold,59
C00648,Lisa Williams,Female,2022-06-10,Houston,Gold,20
C00649,Andrew Wilson,Male,2020-01-27,Phoenix,Silver,31
C00650,David Smith,Male,2021-08-28,New York,Silver,19
C00651,Lisa Hernandez,Female,2021-01-19,Phoenix,Gold,50
C00652,Dorothy Taylor,Female,2022-03-04,New York,Bronze,25
C00653,Melissa Smith,Female,2020-01-23,New York,Silver,47
C00654,Ashley Lopez,Other,2023-12-12,Chicago,Silver,32
C00655,Anthony Jackson,Male,2023-11-15,Chicago,Silver,65
C00656,Matthew Moore,Male,2023-05-24,Los Angeles,Silver,24
C00657,Patricia Hernandez,Female,2022-07-04,Los Angeles,Bronze,26
C00658,Paul Thomas,Male,2019-08-31,Houston,Bronze,55
C00659,Kenneth Martin,Male,2022-05-11,Phoenix,Gold,58
C00660,Jessica Garcia,Other,2023-03-01,Houston,Gold,27
C00661,Paul Jackson,Male,2022-11-23,Phoenix,Bronze,25
C00662,Andrew Taylor,Male,2019-04-12,Los Angeles,Gold,25
C00663,Melissa Wilson,Female,2019-12-09,Phoenix,Bronze,20
C00664,Matthew Wilson,Male,2022-02-28,Phoenix,Bronze,36
C00665,Kenneth Hernandez,Male,2020-03-19,Houston,Bronze,21
C00666,Emily Smith,Female,2020-10-31,Chicago,Bronze,25
C00667,Kenneth Wilson,Male,2019-05-19,Phoenix,Silver,54
C00668,Deborah Jones,Female,2022-03-18,Houston,Silver,26
C00669,Barbara Anderson,Female,2022-10-29,Phoenix,Silver,23
C00670,Margaret Anderson,Female,2022-06-26,Phoenix,Bronze,52
C00671,Jennifer Garcia,Female,2022-10-08,New York,Gold,63
C00672,Linda Thompson,Female,2021-08-17,New York,Silver,23
C00673,Patricia White,Female,2023-08-11,Los Angeles,Silver,51
C00674,Linda Thompson,Female,2023-04-11,Los Angeles,Gold,29
C00675,Kenneth Moore,Male,2020-10-01,New York,Bronze,23
C00676,Emily Smith,Female,2022-06-02,Phoenix,Silver,39
C00677,Daniel Thomas,Male,2019-03-16,Houston,Gold,34
C00678,Charles Jones,Male,2019-11-05,New York,Silver,29
C00679,Sandra Garcia,Female,2020-04-24,Chicago,Bronze,21
C00680,Patricia Wilson,Female,2020-07-17,Phoenix,Bronze,42
C00681,Thomas Thomas,Male,2022-07-06,New York,Gold,25
C00682,Paul Jackson,Male,2023-12-26,New York,Bronze,42
C00683,Mark Williams,Male,2021-09-16,New York,Silver,48
C00684,James Martinez,Male,2020-12-27,New York,Platinum,53
C00685,Barbara Wilson,Female,2021-02-04,Phoenix,Gold,54
C00686,William Taylor,Male,2023-04-04,Houston,Bronze,52
C00687,Amanda Moore,Female,2023-07-29,Los Angeles,Platinum,20
C00688,Susan Smith,Female,2021-06-17,New York,Silver,21
C00689,Anthony Taylor,Male,2021-02-18,Houston,Gold,58
C00690,Susan Thompson,Female,2023-05-05,Los Angeles,Bronze,54
C00691,William Thompson,Male,2022-05-13,New York,Silver,35
C00692,Daniel Anderson,Male,2023-04-18,Houston,Platinum,58
C00693,Mary Anderson,Other,2022-11-07,Chicago,Bronze,31
C00694,Barbara Smith,Female,2021-10-17,Houston,Bronze,56
C00695,Mark Thompson,Male,2019-01-30,Houston,Silver,62
C00696,Jennifer Thompson,Female,2023-07-30,Houston,Bronze,19
C00697,Margaret Lopez,Female,2022-01-01,Houston,Platinum,40
C00698,Matthew Miller,Male,2019-01-27,Houston,Bronze,46
C00699,Matthew Miller,Male,2019-03-03,New York,Gold,23
C00700,Emily Taylor,Female,2020-11-18,Phoenix,Bronze,20
C00701,Anthony Brown,Male,2020-10-11,Chicago,Bronze,35
C00702,Kenneth Lopez,Male,2020-06-13,Phoenix,Silver,54
C00703,William Martinez,Male,2020-02-03,Los Angeles,Gold,54
C00704,Mary Thompson,Female,2021-05-02,Los Angeles,Bronze,57
C00705,Sandra Johnson,Female,2022-11-11,Chicago,Bronze,38
C00706,Dorothy Moore,Female,2022-06-18,Houston,Bronze,49
C00707,Joseph Johnson,Male,2019-05-16,Chicago,Gold,35
C00708,Jessica Anderson,Female,2021-09-09,Houston,Bronze,23
C00709,Sandra Williams,Female,2020-12-02,Phoenix,Platinum,33
C00710,Michael Smith,Male,2021-08-23,Los Angeles,Bronze,48
C00711,Karen Brown,Female,2021-11-04,Houston,Gold,48
C00712,Dorothy Davis,Female,2019-06-19,Los Angeles,Gold,22
C00713,Melissa Brown,Female,2019-10-25,Phoenix,Silver,23
C00714,Jennifer Jones,Female,2022-03-18,New York,Bronze,21
C00715,John Thompson,Male,2022-09-03,Houston,Bronze,21
C00716,Sandra Davis,Female,2022-06-01,Chicago,Bronze,56
C00717,Mark Lopez,Male,2022-04-07,Phoenix,Silver,57
C00718,Daniel White,Male,2019-03-22,New York,Silver,30
C00719,Richard White,Male,2019-07-29,New York,Silver,26
C00720,George Moore,Male,2022-08-01,Phoenix,Silver,29
C00721,Charles White,Male,2019-05-17,Los Angeles,Bronze,45
C00722,Amanda Jones,Female,2022-01-16,Phoenix,Bronze,27
C00723,James Jackson,Male,2021-12-01,Houston,Bronze,55
C00724,Andrew Johnson,Male,2023-04-25,Los Angeles,Gold,45
C00725,Richard Williams,Male,2020-09-14,Chicago,Silver,39
C00726,Nancy White,Female,2022-12-23,Los Angeles,Silver,54
C00727,Linda Moore,Female,2022-07-24,Chicago,Bronze,20
C00728,Joseph Moore,Male,2019-01-12,Houston,Silver,57
C00729,Anthony Miller,Male,2021-10-26,Los Angeles,Gold,43
C00730,Jennifer Taylor,Female,2019-01-21,Los Angeles,Bronze,19
C00731,Kenneth Taylor,Male,2021-06-21,Phoenix,Silver,20
C00732,Thomas Garcia,Male,2021-06-01,New York,Bronze,39
C00733,Thomas Brown,Male,2020-08-31,Phoenix,Bronze,19
C00734,Richard Wilson,Male,2019-12-11,Los Angeles,Bronze,47
C00735,Paul Lopez,Male,2022-03-02,Los Angeles,Silver,45
C00736,Richard Thompson,Male,2020-02-11,New York,Gold,42
C00737,Joseph Johnson,Male,2022-08-27,Chicago,Platinum,57
C00738,William Anderson,Male,2023-07-22,Phoenix,Bronze,33
C00739,Dorothy White,Female,2021-05-20,New York,Gold,49
C00740,Deborah Williams,Female,2023-01-02,Los Angeles,Gold,28
C00741,Paul Moore,Male,2023-05-01,Phoenix,Bronze,29
C00742,Emily Martin,Female,2023-06-21,Chicago,Silver,35
C00743,Richard Davis,Male,2023-12-20,Phoenix,Silver,30
C00744,Sandra Thomas,Female,2022-05-15,Houston,Bronze,54
C00745,Jennifer Jones,Female,2022-03-08,Los Angeles,Bronze,23
C00746,John Moore,Male,2021-12-28,Chicago,Bronze,50
C00747,Mark Taylor,Male,2022-11-02,Phoenix,Silver,49
C00748,Joseph Martinez,Male,2019-03-18,Chicago,Bronze,59
C00749,Paul Jackson,Male,2019-09-14,New York,Bronze,52
C00750,Jennifer Taylor,Female,2020-12-08,New York,Bronze,20
C00751,Thomas Wilson,Male,2020-09-02,Phoenix,Silver,65
C00752,Andrew Martinez,Male,2020-03-04,Chicago,Platinum,18
C00753,Anthony Thomas,Male,2021-12-12,Chicago,Gold,55
C00754,William Thomas,Male,2023-05-12,New York,Platinum,32
C00755,Dorothy White,Female,2020-10-14,Los Angeles,Silver,53
C00756,Jennifer Anderson,Female,2022-12-04,Houston,Bronze,30
C00757,Ashley Thompson,Female,2022-07-21,Houston,Bronze,19
C00758,James Martin,Male,2020-02-03,Chicago,Bronze,60
C00759,Anthony Thompson,Male,2022-07-26,Chicago,Silver,37
C00760,Barbara Jones,Female,2023-10-30,Chicago,Gold,39
C00761,Margaret Miller,Female,2023-11-18,Phoenix,Gold,43
C00762,Nancy White,Female,2020-08-08,New York,Silver,46
C00763,David Johnson,Male,2019-11-21,Chicago,Silver,62
C00764,Anthony Wilson,Male,2020-08-03,Phoenix,Bronze,31
C00765,John Taylor,Male,2023-06-18,Los Angeles,Bronze,51
C00766,Michael Jones,Male,2022-06-30,New York,Bronze,52
C00767,Richard Jones,Male,2019-08-02,Houston,Bronze,31
C00768,Kenneth Wilson,Male,2023-01-15,Chicago,Bronze,55
C00769,James Jones,Male,2022-11-26,Los Angeles,Bronze,46
C00770,Melissa Martin,Female,2021-02-05,New York,Silver,47
C00771,Ashley Taylor,Female,2019-10-11,Houston,Bronze,62
C00772,David Lopez,Male,2020-06-28,Chicago,Silver,64
C00773,Michael Thomas,Male,2020-07-23,Houston,Silver,62
C00774,Andrew Wilson,Male,2020-05-05,New York,Bronze,60
C00775,Sandra Thompson,Female,2020-11-05,New York,Platinum,25
C00776,Daniel Hernandez,Male,2019-11-23,Chicago,Silver,46
C00777,James Williams,Male,2023-04-22,Los Angeles,Bronze,58
C00778,Anthony Johnson,Male,2022-05-25,Houston,Gold,18
C00779,Donald Martin,Male,2020-02-29,Chicago,Bronze,47
C00780,Donald Jones,Male,2021-01-22,New York,Gold,48
C00781,Deborah Brown,Female,2020-06-14,Chicago,Gold,29
C00782,James Martinez,Male,2022-04-29,Chicago,Bronze,27
C00783,Andrew Miller,Male,2020-11-04,Houston,Gold,46
C00784,Linda Thomas,Female,2023-06-13,New York,Silver,62
C00785,Anthony Miller,Male,2019-01-15,Chicago,Bronze,33
C00786,Sandra Smith,Female,2020-09-13,Chicago,Bronze,18
C00787,Linda Garcia,Female,2019-07-16,Chicago,Bronze,64
C00788,Daniel Anderson,Male,2023-05-12,Los Angeles,Bronze,53
C00789,Sandra Brown,Female,2023-08-11,Los Angeles,Bronze,32
C00790,Anthony Anderson,Male,2021-10-01,Los Angeles,Bronze,18
C00791,Thomas Lopez,Male,2020-11-14,Houston,Bronze,41
C00792,George Martin,Male,2020-11-10,New York,Silver,24
C00793,Linda Lopez,Female,2023-11-04,Phoenix,Bronze,38
C00794,Nancy Martin,Female,2020-02-18,Houston,Bronze,22
C00795,Paul Davis,Male,2023-12-23,Chicago,Silver,50
C00796,Deborah Brown,Female,2019-02-11,Phoenix,Bronze,37
C00797,Patricia Jones,Female,2021-01-26,Los Angeles,Silver,41
C00798,John Davis,Male,2020-04-16,Houston,Bronze,64
C00799,Patricia Jones,Other,2022-10-10,Phoenix,Gold,35
C00800,Sandra Wilson,Female,2019-05-04,Chicago,Silver,19
C00801,Jessica Thompson,Female,2021-10-26,Los Angeles,Bronze,21
C00802,Margaret Jackson,Female,2020-11-22,Los Angeles,Silver,38
C00803,Steven Williams,Male,2019-01-19,Los Angeles,Bronze,30
C00804,Barbara Williams,Female,2020-03-15,New York,Platinum,29
C00805,Jennifer Hernandez,Female,2020-09-26,Phoenix,Bronze,64
C00806,David Lopez,Male,2020-09-05,Houston,Bronze,33
C00807,Richard Martinez,Male,2022-10-24,Chicago,Platinum,48
C00808,Susan Martin,Female,2022-01-22,New York,Bronze,46
C00809,Steven Smith,Male,2022-09-08,Houston,Gold,42
C00810,Barbara Thompson,Female,2021-07-21,Houston,Silver,64
C00811,Charles Thomas,Male,2022-12-11,Los Angeles,Bronze,53
C00812,Steven Miller,Male,2021-11-01,Phoenix,Bronze,27
C00813,Matthew Martin,Male,2023-04-05,Los Angeles,Gold,43
C00814,Lisa White,Female,2022-03-05,Houston,Bronze,22
C00815,Melissa Garcia,Female,2020-01-22,Houston,Bronze,30
C00816,Emily Taylor,Female,2021-12-18,Houston,Silver,62
C00817,Karen Martin,Female,2022-08-10,New York,Gold,20
C00818,Barbara Martinez,Female,2019-03-29,Chicago,Silver,56
C00819,Deborah White,Female,2020-04-02,Houston,Bronze,60
C00820,Anthony Thomas,Male,2019-10-14,Los Angeles,Silver,63
C00821,Anthony Hernandez,Other,2019-09-07,Phoenix,Silver,28
C00822,Andrew Thomas,Male,2021-07-27,Houston,Silver,55
C00823,Melissa Taylor,Female,2019-10-04,Chicago,Bronze,27
C00824,Mary Garcia,Female,2022-05-21,Chicago,Silver,49
C00825,Charles Hernandez,Male,2022-07-22,New York,Silver,28
C00826,David Jackson,Male,2020-02-22,Los Angeles,Bronze,25
C00827,Patricia Garcia,Female,2020-10-22,Houston,Bronze,30
C00828,Deborah Brown,Other,2022-06-24,Chicago,Silver,58
C00829,Thomas Williams,Male,2019-09-24,Los Angeles,Bronze,39
C00830,Linda Smith,Female,2023-01-24,New York,Silver,21
C00831,Patricia Brown,Female,2019-01-23,Chicago,Silver,31
C00832,Sarah Martin,Female,2022-03-13,Phoenix,Silver,48
C00833,Nancy Anderson,Female,2021-11-11,Chicago,Bronze,33
C00834,Betty Anderson,Female,2022-03-21,Chicago,Silver,24
