driver_id,name,gender,join_date,vehicle_type,rating,city
D0403,Nancy Davis,Female,2019-01-30,Economy,4.2,Chicago
D0404,Mark Thomas,Male,2022-11-29,Premium,4.1,Houston
D0405,Matthew Moore,Male,2018-10-17,SUV,3.8,Houston
D0406,Robert Moore,Male,2018-01-08,XL,4.7,Houston
D0407,Emily Martinez,Female,2022-07-19,XL,3.5,Chicago
D0408,Barbara White,Female,2020-11-15,Premium,4.9,Chicago
D0409,Mary Brown,Female,2018-05-31,XL,4.8,Houston
D0410,Mark Miller,Male,2018-01-03,Bike,4.5,Los Angeles
D0411,Betty Martinez,Female,2020-07-26,Economy,4.8,Los Angeles
D0412,Charles Davis,Male,2019-05-30,Economy,5.0,New York
D0413,Karen Jackson,Female,2018-10-23,Economy,4.8,Houston
D0414,Mark Jones,Male,2020-12-03,XL,4.3,Houston
D0415,Matthew Wilson,Male,2021-04-05,Economy,4.9,Houston
D0416,William Williams,Male,2019-02-18,Premium,4.7,Los Angeles
D0417,Barbara Hernandez,Female,2019-05-25,Premium,3.7,Phoenix
D0418,Linda Jones,Female,2019-11-06,Economy,4.5,Phoenix
D0419,Karen Martinez,Female,2021-04-08,SUV,4.0,New York
D0420,James Wilson,Male,2020-06-04,SUV,4.6,New York
D0421,Joseph Martin,Male,2022-05-03,Premium,4.4,Los Angeles
D0422,Robert Jackson,Male,2022-04-02,Premium,4.7,Houston
D0423,Linda Thompson,Other,2020-09-10,Premium,4.8,New York
D0424,Jennifer Smith,Female,2018-08-15,Economy,4.9,Los Angeles
D0425,Paul Hernandez,Male,2018-07-07,Economy,4.7,Chicago
D0426,Amanda Lopez,Female,2018-09-14,Premium,4.2,Houston
D0427,William Thompson,Male,2020-08-20,Bike,5.0,Los Angeles
D0428,Mark Davis,Male,2018-07-25,Economy,4.7,Chicago
D0429,David Brown,Male,2021-09-11,Economy,4.7,New York
D0430,Betty Jackson,Female,2018-02-05,Economy,4.7,New York
D0431,Sarah Brown,Female,2020-03-16,SUV,4.4,Phoenix
D0432,Robert Martinez,Male,2021-08-26,Economy,4.5,New York
D0433,Melissa Garcia,Female,2022-03-22,Premium,3.9,Phoenix
D0434,Michael Davis,Male,2018-11-16,XL,4.4,Chicago
D0435,William Garcia,Male,2018-02-08,Economy,4.3,Phoenix
D0436,Karen Hernandez,Female,2021-07-26,Economy,4.8,New York
D0437,John Garcia,Male,2018-08-30,SUV,4.1,Chicago
D0438,Jennifer Moore,Female,2018-05-23,Bike,4.2,Los Angeles
D0439,Jessica Wilson,Female,2020-08-23,Economy,4.1,Chicago
D0440,Melissa Martin,Female,2020-01-24,Premium,4.7,Phoenix
D0441,Sandra Smith,Female,2022-08-26,Economy,4.3,Los Angeles
D0442,Mary Thomas,Female,2018-01-30,Bike,4.0,Los Angeles
D0443,William Martinez,Male,2022-07-05,Bike,4.7,Chicago
D0444,Paul Hernandez,Male,2019-12-21,XL,4.3,New York
D0445,Anthony Williams,Male,2018-09-21,Premium,3.9,Chicago
D0446,Barbara Davis,Female,2021-09-13,SUV,4.1,Phoenix
D0447,Daniel Anderson,Male,2020-09-05,XL,4.7,Chicago
D0448,William White,Male,2018-08-21,Bike,4.1,Houston
D0449,Matthew Miller,Male,2019-05-26,Economy,4.0,New York
D0450,Robert Garcia,Male,2020-04-03,XL,4.4,Houston
D0451,Karen Taylor,Female,2018-05-06,Economy,4.5,Chicago
D0452,David Smith,Male,2020-07-17,Economy,5.0,Houston
D0453,Barbara Brown,Female,2022-09-24,Premium,4.3,Houston
D0454,Anthony Taylor,Male,2019-11-22,Economy,4.0,New York
D0455,Jessica Moore,Female,2020-03-15,Bike,4.4,New York
D0456,Donald Johnson,Male,2020-10-27,Economy,4.2,Los Angeles
D0457,Sandra Garcia,Female,2021-09-07,Economy,4.5,Los Angeles
D0458,Donald Jones,Male,2019-08-05,Economy,3.9,Chicago
D0459,Emily Johnson,Female,2020-02-03,XL,4.0,New York
D0460,Paul Davis,Male,2019-03-03,Economy,3.9,New York
D0461,Emily Taylor,Female,2021-04-03,Premium,4.4,Phoenix
D0462,James Anderson,Male,2021-04-21,Economy,3.9,Phoenix
D0463,Kenneth Davis,Male,2020-05-22,Premium,5.0,Phoenix
D0464,John Davis,Male,2020-01-20,Economy,4.7,Los Angeles
D0465,Susan Davis,Female,2021-04-21,XL,3.8,Phoenix
D0466,James Taylor,Male,2021-01-19,XL,4.9,Phoenix
D0467,Emily Thompson,Female,2022-10-16,XL,5.0,Phoenix
D0468,Joseph Lopez,Male,2018-04-28,Economy,4.1,Chicago
D0469,William Anderson,Male,2022-01-25,Economy,5.0,Los Angeles
D0470,Barbara White,Female,2020-10-02,Economy,4.3,Los Angeles
D0471,Margaret White,Female,2022-06-24,Economy,5.0,Los Angeles
D0472,David Hernandez,Male,2020-09-29,Economy,3.5,New York
D0473,Deborah Taylor,Female,2019-06-26,XL,4.2,Houston
D0474,Lisa Jones,Female,2019-06-29,Economy,3.8,Los Angeles
D0475,Patricia Garcia,Female,2022-11-15,Bike,3.3,Los Angeles
D0476,Michael Martin,Male,2019-11-18,Premium,5.0,Phoenix
D0477,Robert Anderson,Male,2018-08-30,Economy,4.4,Los Angeles
D0478,Robert Taylor,Male,2019-10-14,Economy,5.0,Houston
D0479,Susan Hernandez,Female,2018-01-04,Economy,4.7,Chicago
D0480,Linda Martin,Female,2020-12-27,Premium,4.4,Houston
D0481,Lisa Smith,Female,2019-12-02,XL,4.4,Phoenix
D0482,David Thomas,Male,2018-11-22,Economy,4.4,Chicago
D0483,Deborah Martin,Female,2022-08-27,Economy,5.0,Los Angeles
D0484,Mark Garcia,Male,2019-05-28,Premium,3.9,New York
D0485,Andrew Martinez,Male,2019-10-01,Premium,4.7,New York
D0486,Kenneth Thompson,Male,2018-10-26,Economy,4.2,Chicago
D0487,George Martin,Male,2021-01-26,XL,4.5,Houston
D0488,Charles Williams,Male,2019-10-05,Economy,4.3,Los Angeles
D0489,Sarah Williams,Female,2020-08-16,XL,4.4,Houston
D0490,Matthew Garcia,Male,2021-02-26,XL,3.9,Phoenix
D0491,John Jones,Male,2021-09-28,Economy,4.0,Houston
D0492,Mark White,Male,2020-12-04,XL,4.4,New York
D0493,Emily White,Female,2021-04-17,Premium,4.5,Los Angeles
D0494,John Jackson,Male,2018-09-03,Economy,3.9,Los Angeles
D0495,Ashley Garcia,Female,2022-11-11,Economy,4.1,Phoenix
D0496,Karen Williams,Other,2019-08-22,Economy,3.8,Los Angeles
D0497,Robert Williams,Male,2019-04-05,XL,4.5,Houston
D0498,Sarah Jackson,Female,2022-09-12,Economy,4.0,Houston
D0499,Sandra Brown,Female,2018-02-08,Premium,4.4,Houston
D0500,Michael Brown,Male,2022-10-27,Premium,3.8,Houston
